"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
121,750;0,34;0,52;1,54
121,800;0,36;0,59;1,22
121,850;0,40;0,64;0,85
121,900;0,43;0,68;0,43
121,950;0,46;0,69;-0,04
122,000;0,50;0,67;-0,52
122,050;0,53;0,64;-0,97
122,100;0,56;0,58;-1,37
122,150;0,59;0,50;-1,69
122,200;0,61;0,40;-1,96
122,250;0,63;0,30;-2,16
122,300;0,64;0,18;-2,30
122,350;0,65;0,07;-2,38
122,400;0,65;-0,06;-2,38
122,450;0,64;-0,17;-2,32
122,500;0,63;-0,29;-2,19
122,550;0,61;-0,40;-1,98
122,600;0,59;-0,49;-1,71
122,650;0,57;-0,57;-1,38
122,700;0,53;-0,63;-0,99
122,750;0,50;-0,67;-0,55
122,800;0,47;-0,69;-0,08
122,850;0,43;-0,68;0,38
122,900;0,40;-0,65;0,81
122,950;0,37;-0,59;1,22
123,000;0,34;-0,52;1,58
123,050;0,31;-0,43;1,88
123,100;0,29;-0,33;2,12
123,150;0,28;-0,22;2,35
123,200;0,27;-0,10;2,58
123,250;0,27;0,04;2,69
123,300;0,28;0,18;2,56
123,350;0,29;0,30;2,28
123,400;0,31;0,40;1,98
123,450;0,33;0,50;1,66
123,500;0,36;0,58;1,29
123,550;0,39;0,63;0,87
123,600;0,42;0,66;0,49
123,650;0,45;0,68;0,10
123,700;0,49;0,68;-0,35
123,750;0,52;0,64;-0,83
123,800;0,55;0,59;-1,25
123,850;0,58;0,52;-1,60
123,900;0,61;0,43;-1,89
123,950;0,63;0,33;-2,11
124,000;0,64;0,21;-2,27
124,050;0,65;0,10;-2,36
124,100;0,65;-0,02;-2,38
124,150;0,65;-0,14;-2,34
124,200;0,63;-0,26;-2,21
124,250;0,62;-0,37;-2,02
124,300;0,60;-0,46;-1,77
124,350;0,57;-0,55;-1,47
124,400;0,54;-0,61;-1,11
124,450;0,51;-0,66;-0,68
124,500;0,48;-0,68;-0,19
124,550;0,44;-0,68;0,30
124,600;0,41;-0,65;0,73
124,650;0,38;-0,60;1,08
124,700;0,35;-0,54;1,40
124,750;0,32;-0,46;1,73
124,800;0,30;-0,37;2,08
124,850;0,28;-0,26;2,43
124,900;0,27;-0,12;2,65
124,950;0,27;0,02;2,66
125,000;0,27;0,15;2,48
125,050;0,29;0,27;2,24
125,100;0,30;0,37;2,01
125,150;0,32;0,47;1,75
125,200;0,35;0,55;1,42
125,250;0,38;0,61;1,04
125,300;0,41;0,66;0,64
125,350;0,45;0,68;0,21
125,400;0,48;0,68;-0,26
125,450;0,51;0,65;-0,72
125,500;0,55;0,60;-1,14
125,550;0,58;0,54;-1,51
125,600;0,60;0,45;-1,81
125,650;0,62;0,35;-2,05
125,700;0,64;0,24;-2,22
125,750;0,65;0,13;-2,33
125,800;0,65;0,01;-2,37
125,850;0,65;-0,11;-2,34
125,900;0,64;-0,23;-2,24
125,950;0,62;-0,34;-2,07
126,000;0,60;-0,44;-1,85
126,050;0,58;-0,52;-1,55
126,100;0,55;-0,59;-1,20
126,150;0,52;-0,65;-0,78
126,200;0,49;-0,67;-0,32
126,250;0,45;-0,68;0,15
126,300;0,42;-0,66;0,59
126,350;0,38;-0,62;0,96
126,400;0,35;-0,56;1,30
126,450;0,33;-0,49;1,65
126,500;0,31;-0,40;2,01
126,550;0,29;-0,29;2,36
126,600;0,28;-0,16;2,57
126,650;0,27;-0,02;2,60
126,700;0,27;0,11;2,51
126,750;0,28;0,23;2,36
126,800;0,30;0,35;2,17
126,850;0,32;0,45;1,85
126,900;0,34;0,54;1,46
126,950;0,37;0,59;1,09
127,000;0,40;0,64;0,73
127,050;0,44;0,67;0,33
127,100;0,47;0,68;-0,13
127,150;0,51;0,66;-0,61
127,200;0,54;0,62;-1,04
127,250;0,57;0,55;-1,42
127,300;0,59;0,47;-1,73
127,350;0,62;0,38;-1,98
127,400;0,63;0,27;-2,17
127,450;0,64;0,16;-2,29
127,500;0,65;0,04;-2,35
127,550;0,65;-0,08;-2,34
127,600;0,64;-0,20;-2,27
127,650;0,63;-0,31;-2,12
127,700;0,61;-0,41;-1,90
127,750;0,59;-0,50;-1,62
127,800;0,56;-0,57;-1,29
127,850;0,53;-0,63;-0,89
127,900;0,49;-0,67;-0,44
127,950;0,46;-0,68;0,03
128,000;0,43;-0,66;0,47
128,050;0,39;-0,63;0,88
128,100;0,36;-0,57;1,25
128,150;0,33;-0,50;1,58
128,200;0,31;-0,41;1,87
128,250;0,29;-0,31;2,15
128,300;0,28;-0,20;2,42
128,350;0,27;-0,07;2,59
128,400;0,27;0,07;2,63
128,450;0,28;0,20;2,52
128,500;0,29;0,32;2,27
128,550;0,31;0,43;1,89
128,600;0,34;0,51;1,50
128,650;0,36;0,58;1,15
128,700;0,40;0,63;0,82
128,750;0,43;0,66;0,43
128,800;0,46;0,67;-0,02
128,850;0,50;0,66;-0,48
128,900;0,53;0,63;-0,92
128,950;0,56;0,57;-1,31
129,000;0,59;0,49;-1,65
129,050;0,61;0,40;-1,92
129,100;0,63;0,30;-2,12
129,150;0,64;0,19;-2,26
129,200;0,65;0,07;-2,33
129,250;0,65;-0,05;-2,34
129,300;0,64;-0,17;-2,28
129,350;0,63;-0,28;-2,15
129,400;0,61;-0,38;-1,95
129,450;0,59;-0,48;-1,69
129,500;0,56;-0,55;-1,37
129,550;0,53;-0,61;-1,00
129,600;0,50;-0,66;-0,57
129,650;0,47;-0,67;-0,10
129,700;0,43;-0,66;0,37
129,750;0,40;-0,63;0,76
129,800;0,37;-0,58;1,09
129,850;0,34;-0,53;1,45
129,900;0,32;-0,45;1,86
129,950;0,30;-0,34;2,25
130,000;0,28;-0,22;2,48
130,050;0,28;-0,08;2,52
130,100;0,27;0,04;2,48
130,150;0,28;0,16;2,39
130,200;0,29;0,28;2,28
130,250;0,31;0,39;2,04
130,300;0,33;0,50;1,67
130,350;0,36;0,56;1,24
130,400;0,39;0,61;0,84
130,450;0,42;0,65;0,50
130,500;0,45;0,66;0,13
130,550;0,49;0,66;-0,32
130,600;0,52;0,63;-0,79
130,650;0,55;0,58;-1,22
130,700;0,58;0,51;-1,56
130,750;0,60;0,42;-1,84
130,800;0,62;0,32;-2,06
130,850;0,64;0,22;-2,22
130,900;0,64;0,10;-2,31
130,950;0,65;-0,02;-2,33
131,000;0,64;-0,14;-2,28
131,050;0,63;-0,25;-2,17
131,100;0,62;-0,35;-2,00
131,150;0,60;-0,45;-1,76
131,200;0,57;-0,53;-1,46
131,250;0,54;-0,60;-1,10
131,300;0,51;-0,64;-0,67
131,350;0,48;-0,67;-0,20
131,400;0,44;-0,66;0,26
131,450;0,41;-0,64;0,67
131,500;0,38;-0,60;1,02
131,550;0,35;-0,53;1,35
131,600;0,32;-0,46;1,70
131,650;0,30;-0,37;2,08
131,700;0,29;-0,25;2,41
131,750;0,28;-0,12;2,57
131,800;0,28;0,01;2,55
131,850;0,28;0,14;2,40
131,900;0,29;0,25;2,22
131,950;0,30;0,36;2,02
132,000;0,33;0,46;1,74
132,050;0,35;0,54;1,39
132,100;0,38;0,60;1,02
132,150;0,41;0,64;0,64
132,200;0,44;0,66;0,23
132,250;0,48;0,67;-0,23
132,300;0,51;0,64;-0,70
132,350;0,54;0,59;-1,12
132,400;0,57;0,53;-1,47
132,450;0,60;0,44;-1,76
132,500;0,62;0,35;-2,00
132,550;0,63;0,24;-2,17
132,600;0,64;0,13;-2,28
132,650;0,64;0,01;-2,32
132,700;0,64;-0,10;-2,30
132,750;0,63;-0,22;-2,20
132,800;0,62;-0,33;-2,05
132,850;0,60;-0,43;-1,82
132,900;0,58;-0,51;-1,53
132,950;0,55;-0,58;-1,18
133,000;0,52;-0,63;-0,77
133,050;0,49;-0,66;-0,32
133,100;0,45;-0,66;0,14
133,150;0,42;-0,64;0,56
133,200;0,39;-0,61;0,94
133,250;0,36;-0,55;1,31
133,300;0,33;-0,47;1,63
133,350;0,31;-0,38;1,91
133,400;0,29;-0,28;2,19
133,450;0,28;-0,17;2,45
133,500;0,28;-0,04;2,61
133,550;0,28;0,10;2,58
133,600;0,29;0,23;2,38
133,650;0,30;0,34;2,08
133,700;0,32;0,44;1,75
133,750;0,34;0,52;1,42
133,800;0,37;0,58;1,10
133,850;0,40;0,63;0,76
133,900;0,44;0,66;0,35
133,950;0,47;0,67;-0,11
134,000;0,50;0,65;-0,58
134,050;0,54;0,60;-1,01
134,100;0,56;0,54;-1,38
134,150;0,59;0,47;-1,69
134,200;0,61;0,37;-1,94
134,250;0,63;0,27;-2,13
134,300;0,64;0,16;-2,25
134,350;0,64;0,04;-2,31
134,400;0,64;-0,07;-2,30
134,450;0,64;-0,19;-2,22
134,500;0,62;-0,30;-2,08
134,550;0,61;-0,40;-1,87
134,600;0,58;-0,49;-1,60
134,650;0,56;-0,56;-1,27
134,700;0,53;-0,62;-0,88
134,750;0,49;-0,65;-0,45
134,800;0,46;-0,66;0,01
134,850;0,43;-0,65;0,45
134,900;0,39;-0,62;0,87
134,950;0,36;-0,56;1,23
135,000;0,34;-0,49;1,53
135,050;0,32;-0,41;1,81
135,100;0,30;-0,31;2,10
135,150;0,28;-0,20;2,38
135,200;0,28;-0,07;2,55
135,250;0,28;0,06;2,58
135,300;0,28;0,19;2,46
135,350;0,30;0,31;2,22
135,400;0,32;0,42;1,85
135,450;0,34;0,50;1,48
135,500;0,37;0,56;1,15
135,550;0,40;0,62;0,82
135,600;0,43;0,65;0,44
135,650;0,46;0,66;0,00
135,700;0,49;0,65;-0,46
135,750;0,53;0,61;-0,90
135,800;0,56;0,56;-1,28
135,850;0,58;0,48;-1,60
135,900;0,61;0,40;-1,87
135,950;0,62;0,29;-2,07
136,000;0,64;0,19;-2,21
136,050;0,64;0,07;-2,29
136,100;0,64;-0,05;-2,29
136,150;0,64;-0,16;-2,24
136,200;0,63;-0,27;-2,11
136,250;0,61;-0,37;-1,92
136,300;0,59;-0,47;-1,66
136,350;0,56;-0,54;-1,35
136,400;0,53;-0,60;-0,98
136,450;0,50;-0,64;-0,56
136,500;0,47;-0,66;-0,11
136,550;0,44;-0,65;0,35
136,600;0,40;-0,62;0,76
136,650;0,37;-0,57;1,11
136,700;0,34;-0,51;1,43
136,750;0,32;-0,43;1,75
136,800;0,30;-0,34;2,08
136,850;0,29;-0,22;2,34
136,900;0,28;-0,10;2,48
136,950;0,28;0,03;2,54
137,000;0,28;0,16;2,48
137,050;0,29;0,28;2,28
137,100;0,31;0,39;1,94
137,150;0,33;0,48;1,56
137,200;0,36;0,54;1,22
137,250;0,39;0,60;0,90
137,300;0,42;0,64;0,54
137,350;0,45;0,66;0,12
137,400;0,49;0,65;-0,33
137,450;0,52;0,62;-0,78
137,500;0,55;0,57;-1,18
137,550;0,58;0,50;-1,52
137,600;0,60;0,42;-1,80
137,650;0,62;0,32;-2,02
137,700;0,63;0,21;-2,18
137,750;0,64;0,10;-2,27
137,800;0,64;-0,02;-2,29
137,850;0,64;-0,13;-2,24
137,900;0,63;-0,24;-2,13
137,950;0,61;-0,35;-1,96
138,000;0,59;-0,44;-1,72
138,050;0,57;-0,52;-1,43
138,100;0,54;-0,59;-1,09
138,150;0,51;-0,63;-0,67
138,200;0,48;-0,66;-0,20
138,250;0,44;-0,65;0,26
138,300;0,41;-0,63;0,66
138,350;0,38;-0,58;1,03
138,400;0,35;-0,52;1,39
138,450;0,33;-0,45;1,75
138,500;0,31;-0,35;2,05
138,550;0,29;-0,24;2,26
138,600;0,28;-0,12;2,36
138,650;0,28;0,00;2,38
138,700;0,28;0,12;2,34
138,750;0,29;0,24;2,23
138,800;0,31;0,35;2,04
138,850;0,33;0,45;1,75
138,900;0,35;0,53;1,39
138,950;0,38;0,59;1,01
139,000;0,41;0,63;0,63
139,050;0,44;0,65;0,23
139,100;0,48;0,65;-0,21
139,150;0,51;0,63;-0,67
139,200;0,54;0,58;-1,08
139,250;0,57;0,52;-1,44
139,300;0,59;0,44;-1,73
139,350;0,61;0,34;-1,96
139,400;0,63;0,24;-2,12
139,450;0,64;0,13;-2,23
139,500;0,64;0,01;-2,28
139,550;0,64;-0,10;-2,26
139,600;0,63;-0,21;-2,17
139,650;0,62;-0,32;-2,01
139,700;0,60;-0,42;-1,78
139,750;0,58;-0,50;-1,50
139,800;0,55;-0,57;-1,16
139,850;0,52;-0,62;-0,75
139,900;0,49;-0,65;-0,30
139,950;0,45;-0,65;0,15
140,000;0,42;-0,63;0,54
140,050;0,39;-0,59;0,89
140,100;0,36;-0,54;1,26
140,150;0,33;-0,47;1,60
140,200;0,31;-0,38;1,90
140,250;0,30;-0,28;2,16
140,300;0,28;-0,16;2,39
140,350;0,28;-0,04;2,53
140,400;0,28;0,10;2,51
140,450;0,29;0,22;2,33
140,500;0,30;0,33;2,04
140,550;0,32;0,43;1,72
140,600;0,35;0,50;1,40
140,650;0,37;0,57;1,08
140,700;0,40;0,61;0,75
140,750;0,44;0,64;0,34
140,800;0,47;0,65;-0,11
140,850;0,50;0,63;-0,57
140,900;0,53;0,59;-0,98
140,950;0,56;0,53;-1,34
141,000;0,59;0,46;-1,65
141,050;0,61;0,37;-1,90
141,100;0,62;0,26;-2,09
141,150;0,64;0,16;-2,21
141,200;0,64;0,04;-2,26
141,250;0,64;-0,07;-2,25
141,300;0,63;-0,19;-2,18
141,350;0,62;-0,29;-2,04
141,400;0,60;-0,39;-1,83
141,450;0,58;-0,48;-1,56
141,500;0,55;-0,55;-1,24
141,550;0,53;-0,60;-0,86
141,600;0,49;-0,64;-0,43
141,650;0,46;-0,65;0,02
141,700;0,43;-0,64;0,45
141,750;0,40;-0,60;0,84
141,800;0,37;-0,55;1,19
141,850;0,34;-0,48;1,50
141,900;0,32;-0,40;1,79
141,950;0,30;-0,30;2,10
142,000;0,29;-0,19;2,38
142,050;0,28;-0,06;2,51
142,100;0,28;0,07;2,46
142,150;0,29;0,19;2,30
142,200;0,30;0,30;2,12
142,250;0,32;0,40;1,84
142,300;0,34;0,49;1,51
142,350;0,37;0,55;1,15
142,400;0,40;0,60;0,81
142,450;0,43;0,63;0,43
142,500;0,46;0,65;0,00
142,550;0,49;0,64;-0,45
142,600;0,53;0,60;-0,87
142,650;0,55;0,55;-1,25
142,700;0,58;0,47;-1,57
142,750;0,60;0,39;-1,84
142,800;0,62;0,29;-2,04
142,850;0,63;0,18;-2,18
142,900;0,64;0,07;-2,24
142,950;0,64;-0,05;-2,25
143,000;0,63;-0,16;-2,19
143,050;0,62;-0,27;-2,07
143,100;0,61;-0,37;-1,88
143,150;0,59;-0,46;-1,63
143,200;0,56;-0,53;-1,32
143,250;0,53;-0,59;-0,95
143,300;0,50;-0,63;-0,54
143,350;0,47;-0,65;-0,09
143,400;0,44;-0,64;0,34
143,450;0,40;-0,61;0,74
143,500;0,37;-0,56;1,09
143,550;0,35;-0,50;1,39
143,600;0,32;-0,42;1,72
143,650;0,31;-0,33;2,05
143,700;0,29;-0,21;2,32
143,750;0,28;-0,09;2,43
143,800;0,28;0,03;2,44
143,850;0,29;0,15;2,39
143,900;0,30;0,27;2,23
143,950;0,31;0,39;1,91
144,000;0,34;0,47;1,54
144,050;0,36;0,53;1,20
144,100;0,39;0,59;0,89
144,150;0,42;0,63;0,53
144,200;0,45;0,64;0,11
144,250;0,49;0,64;-0,34
144,300;0,52;0,61;-0,78
144,350;0,55;0,56;-1,16
144,400;0,57;0,49;-1,49
144,450;0,60;0,41;-1,76
144,500;0,62;0,31;-1,98
144,550;0,63;0,21;-2,13
144,600;0,64;0,10;-2,22
144,650;0,64;-0,02;-2,25
144,700;0,63;-0,13;-2,20
144,750;0,63;-0,24;-2,09
144,800;0,61;-0,34;-1,92
144,850;0,59;-0,43;-1,69
144,900;0,57;-0,51;-1,40
144,950;0,54;-0,57;-1,06
145,000;0,51;-0,62;-0,63
145,050;0,48;-0,64;-0,16
145,100;0,44;-0,63;0,28
145,150;0,41;-0,61;0,63
145,200;0,38;-0,57;0,93
145,250;0,35;-0,52;1,29
145,300;0,33;-0,45;1,68
145,350;0,31;-0,35;2,01
145,400;0,29;-0,24;2,24
145,450;0,29;-0,12;2,37
145,500;0,28;0,00;2,45
145,550;0,28;0,13;2,40
145,600;0,30;0,25;2,20
145,650;0,31;0,35;1,93
145,700;0,33;0,44;1,63
145,750;0,36;0,52;1,32
145,800;0,38;0,57;0,98
145,850;0,41;0,61;0,62
145,900;0,45;0,64;0,22
145,950;0,48;0,64;-0,22
146,000;0,51;0,61;-0,66
146,050;0,54;0,57;-1,06
146,100;0,57;0,51;-1,40
146,150;0,59;0,43;-1,70
146,200;0,61;0,34;-1,93
146,250;0,63;0,23;-2,10
146,300;0,63;0,12;-2,19
146,350;0,64;0,01;-2,23
146,400;0,64;-0,10;-2,20
146,450;0,63;-0,21;-2,11
146,500;0,61;-0,32;-1,96
146,550;0,60;-0,41;-1,74
146,600;0,57;-0,49;-1,47
146,650;0,55;-0,56;-1,14
146,700;0,52;-0,61;-0,74
146,750;0,48;-0,64;-0,30
146,800;0,45;-0,64;0,15
146,850;0,42;-0,62;0,55
146,900;0,39;-0,58;0,91
146,950;0,36;-0,53;1,28
147,000;0,34;-0,45;1,61
147,050;0,32;-0,36;1,87
147,100;0,30;-0,27;2,08
147,150;0,29;-0,15;2,27
147,200;0,28;-0,04;2,42
147,250;0,29;0,09;2,43
147,300;0,29;0,22;2,31
147,350;0,31;0,33;2,03
147,400;0,33;0,42;1,70
147,450;0,35;0,49;1,38
147,500;0,38;0,56;1,06
147,550;0,41;0,60;0,72
147,600;0,44;0,63;0,32
147,650;0,47;0,64;-0,12
147,700;0,50;0,62;-0,56
147,750;0,53;0,58;-0,97
147,800;0,56;0,52;-1,32
147,850;0,59;0,45;-1,62
147,900;0,61;0,36;-1,87
147,950;0,62;0,26;-2,05
148,000;0,63;0,15;-2,16
148,050;0,64;0,04;-2,21
148,100;0,64;-0,07;-2,21
148,150;0,63;-0,18;-2,14
148,200;0,62;-0,29;-2,00
148,250;0,60;-0,39;-1,79
148,300;0,58;-0,47;-1,52
148,350;0,55;-0,54;-1,20
148,400;0,52;-0,59;-0,84
148,450;0,49;-0,63;-0,42
148,500;0,46;-0,64;0,02
148,550;0,43;-0,62;0,45
148,600;0,40;-0,59;0,84
148,650;0,37;-0,54;1,18
148,700;0,34;-0,47;1,49
148,750;0,32;-0,39;1,83
148,800;0,30;-0,29;2,15
148,850;0,29;-0,17;2,35
148,900;0,29;-0,05;2,37
148,950;0,29;0,07;2,28
149,000;0,29;0,18;2,18
149,050;0,30;0,29;2,05
149,100;0,32;0,39;1,83
149,150;0,34;0,47;1,51
149,200;0,37;0,54;1,17
149,250;0,40;0,59;0,80
149,300;0,43;0,62;0,42
149,350;0,46;0,64;0,00
149,400;0,49;0,62;-0,45
149,450;0,53;0,59;-0,87
149,500;0,55;0,53;-1,24
149,550;0,58;0,46;-1,55
149,600;0,60;0,38;-1,80
149,650;0,62;0,28;-2,00
149,700;0,63;0,18;-2,13
149,750;0,64;0,06;-2,20
149,800;0,64;-0,05;-2,20
149,850;0,63;-0,16;-2,14
149,900;0,62;-0,26;-2,03
149,950;0,60;-0,36;-1,84
150,000;0,58;-0,45;-1,59
150,050;0,56;-0,52;-1,28
150,100;0,53;-0,58;-0,93
150,150;0,50;-0,62;-0,52
150,200;0,47;-0,63;-0,07
150,250;0,44;-0,62;0,37
150,300;0,40;-0,59;0,75
150,350;0,38;-0,55;1,06
150,400;0,35;-0,49;1,35
150,450;0,33;-0,41;1,66
150,500;0,31;-0,32;1,99
150,550;0,29;-0,21;2,30
150,600;0,29;-0,09;2,48
150,650;0,29;0,04;2,48
150,700;0,29;0,17;2,32
150,750;0,30;0,28;2,05
150,800;0,32;0,37;1,78
150,850;0,34;0,45;1,51
150,900;0,36;0,52;1,22
150,950;0,39;0,58;0,89
151,000;0,42;0,61;0,51
151,050;0,45;0,63;0,09
151,100;0,49;0,63;-0,34
151,150;0,52;0,60;-0,77
151,200;0,55;0,55;-1,15
151,250;0,57;0,48;-1,47
151,300;0,60;0,40;-1,74
151,350;0,61;0,30;-1,95
151,400;0,63;0,20;-2,09
151,450;0,63;0,09;-2,18
151,500;0,64;-0,02;-2,20
151,550;0,63;-0,13;-2,16
151,600;0,62;-0,24;-2,06
151,650;0,61;-0,34;-1,89
151,700;0,59;-0,43;-1,65
151,750;0,56;-0,51;-1,35
151,800;0,54;-0,56;-1,01
151,850;0,51;-0,61;-0,61
151,900;0,48;-0,63;-0,17
151,950;0,44;-0,62;0,26
152,000;0,41;-0,60;0,65
152,050;0,38;-0,56;0,96
152,100;0,36;-0,50;1,28
152,150;0,33;-0,43;1,63
152,200;0,31;-0,34;1,94
152,250;0,30;-0,23;2,19
152,300;0,29;-0,12;2,36
152,350;0,29;0,01;2,45
152,400;0,29;0,13;2,38
152,450;0,30;0,25;2,15
152,500;0,31;0,35;1,86
152,550;0,33;0,43;1,57
152,600;0,36;0,51;1,28
152,650;0,39;0,56;0,96
152,700;0,42;0,60;0,59
152,750;0,45;0,63;0,20
152,800;0,48;0,63;-0,23
152,850;0,51;0,60;-0,66
152,900;0,54;0,56;-1,05
152,950;0,57;0,50;-1,39
153,000;0,59;0,42;-1,68
153,050;0,61;0,32;-1,90
153,100;0,62;0,22;-2,06
153,150;0,63;0,12;-2,15
153,200;0,63;0,01;-2,18
153,250;0,63;-0,10;-2,16
153,300;0,62;-0,21;-2,07
153,350;0,61;-0,31;-1,92
153,400;0,59;-0,41;-1,70
153,450;0,57;-0,49;-1,42
153,500;0,54;-0,55;-1,09
153,550;0,51;-0,60;-0,71
153,600;0,48;-0,62;-0,28
153,650;0,45;-0,62;0,15
153,700;0,42;-0,61;0,55
153,750;0,39;-0,57;0,91
153,800;0,36;-0,51;1,26
153,850;0,34;-0,44;1,58
153,900;0,32;-0,35;1,83
153,950;0,30;-0,25;2,02
154,000;0,29;-0,15;2,21
154,050;0,29;-0,04;2,41
154,100;0,29;0,09;2,48
154,150;0,30;0,22;2,31
154,200;0,31;0,33;1,96
154,250;0,33;0,42;1,60
154,300;0,35;0,49;1,30
154,350;0,38;0,55;1,02
154,400;0,41;0,59;0,71
154,450;0,44;0,62;0,32
154,500;0,47;0,63;-0,12
154,550;0,50;0,61;-0,57
154,600;0,53;0,57;-0,97
154,650;0,56;0,51;-1,32
154,700;0,58;0,43;-1,61
154,750;0,60;0,35;-1,84
154,800;0,62;0,25;-2,01
154,850;0,63;0,14;-2,13
154,900;0,63;0,03;-2,18
154,950;0,63;-0,08;-2,16
155,000;0,63;-0,19;-2,09
155,050;0,61;-0,29;-1,95
155,100;0,60;-0,38;-1,74
155,150;0,57;-0,46;-1,48
155,200;0,55;-0,53;-1,17
155,250;0,52;-0,58;-0,81
155,300;0,49;-0,61;-0,40
155,350;0,46;-0,62;0,04
155,400;0,43;-0,61;0,47
155,450;0,40;-0,58;0,85
155,500;0,37;-0,52;1,17
155,550;0,34;-0,46;1,47
155,600;0,32;-0,38;1,77
155,650;0,31;-0,28;2,06
155,700;0,29;-0,17;2,29
155,750;0,29;-0,05;2,38
155,800;0,29;0,08;2,33
155,850;0,30;0,19;2,17
155,900;0,31;0,30;1,95
155,950;0,33;0,38;1,72
156,000;0,35;0,47;1,45
156,050;0,37;0,53;1,14
156,100;0,40;0,58;0,78
156,150;0,43;0,61;0,40
156,200;0,46;0,62;-0,02
156,250;0,50;0,61;-0,46
156,300;0,53;0,58;-0,87
156,350;0,55;0,52;-1,23
156,400;0,58;0,45;-1,53
156,450;0,60;0,37;-1,78
156,500;0,61;0,27;-1,97
156,550;0,63;0,17;-2,10
156,600;0,63;0,06;-2,16
156,650;0,63;-0,05;-2,17
156,700;0,63;-0,16;-2,10
156,750;0,62;-0,26;-1,98
156,800;0,60;-0,36;-1,79
156,850;0,58;-0,44;-1,54
156,900;0,56;-0,52;-1,24
156,950;0,53;-0,57;-0,89
157,000;0,50;-0,61;-0,49
157,050;0,47;-0,62;-0,05
157,100;0,43;-0,61;0,37
157,150;0,40;-0,58;0,76
157,200;0,38;-0,53;1,07
157,250;0,35;-0,47;1,35
157,300;0,33;-0,40;1,63
157,350;0,31;-0,31;1,96
157,400;0,30;-0,21;2,30
157,450;0,29;-0,08;2,48
157,500;0,29;0,06;2,41
157,550;0,30;0,17;2,18
157,600;0,31;0,27;1,94
157,650;0,32;0,36;1,73
157,700;0,34;0,45;1,50
157,750;0,37;0,52;1,21
157,800;0,40;0,57;0,86
157,850;0,42;0,60;0,49
157,900;0,46;0,62;0,07
157,950;0,49;0,61;-0,36
158,000;0,52;0,58;-0,78
158,050;0,55;0,53;-1,15
158,100;0,57;0,47;-1,46
158,150;0,59;0,38;-1,71
158,200;0,61;0,29;-1,92
158,250;0,62;0,19;-2,06
158,300;0,63;0,08;-2,14
158,350;0,63;-0,03;-2,16
158,400;0,63;-0,13;-2,11
158,450;0,62;-0,24;-2,01
158,500;0,60;-0,34;-1,84
158,550;0,58;-0,42;-1,60
158,600;0,56;-0,50;-1,31
158,650;0,53;-0,56;-0,97
158,700;0,50;-0,60;-0,58
158,750;0,47;-0,62;-0,15
158,800;0,44;-0,61;0,28
158,850;0,41;-0,59;0,66
158,900;0,38;-0,54;0,99
158,950;0,36;-0,49;1,33
159,000;0,33;-0,41;1,64
159,050;0,32;-0,32;1,87
159,100;0,30;-0,22;2,05
159,150;0,29;-0,12;2,25
159,200;0,29;0,00;2,42
159,250;0,29;0,13;2,38
159,300;0,30;0,25;2,12
159,350;0,32;0,35;1,80
159,400;0,34;0,43;1,51
159,450;0,36;0,50;1,24
159,500;0,39;0,55;0,93
159,550;0,42;0,59;0,58
159,600;0,45;0,61;0,18
159,650;0,48;0,61;-0,25
159,700;0,51;0,59;-0,67
159,750;0,54;0,54;-1,06
159,800;0,57;0,48;-1,38
159,850;0,59;0,40;-1,65
159,900;0,61;0,31;-1,86
159,950;0,62;0,21;-2,02
160,000;0,63;0,11;-2,11
160,050;0,63;0,00;-2,15
160,100;0,63;-0,11;-2,12
160,150;0,62;-0,21;-2,03
160,200;0,61;-0,31;-1,87
160,250;0,59;-0,40;-1,65
160,300;0,57;-0,48;-1,38
160,350;0,54;-0,54;-1,05
160,400;0,51;-0,59;-0,67
160,450;0,48;-0,61;-0,25
160,500;0,45;-0,61;0,18
160,550;0,42;-0,59;0,56
160,600;0,39;-0,55;0,91
160,650;0,36;-0,50;1,23
160,700;0,34;-0,43;1,51
160,750;0,32;-0,35;1,77
160,800;0,30;-0,25;2,05
160,850;0,29;-0,14;2,33
160,900;0,29;-0,01;2,46
160,950;0,29;0,12;2,36
161,000;0,30;0,23;2,09
161,050;0,32;0,32;1,82
161,100;0,33;0,41;1,58
161,150;0,36;0,48;1,33
161,200;0,38;0,54;1,02
161,250;0,41;0,58;0,66
161,300;0,44;0,61;0,26
161,350;0,47;0,61;-0,16
161,400;0,50;0,59;-0,58
161,450;0,53;0,55;-0,96
161,500;0,56;0,49;-1,29
161,550;0,58;0,42;-1,58
161,600;0,60;0,33;-1,81
161,650;0,62;0,24;-1,99
161,700;0,63;0,13;-2,10
161,750;0,63;0,03;-2,14
161,800;0,63;-0,08;-2,12
161,850;0,62;-0,19;-2,04
161,900;0,61;-0,29;-1,90
161,950;0,59;-0,38;-1,70
162,000;0,57;-0,46;-1,44
162,050;0,55;-0,53;-1,13
162,100;0,52;-0,57;-0,76
162,150;0,49;-0,60;-0,35
162,200;0,46;-0,61;0,07
162,250;0,43;-0,60;0,48
162,300;0,40;-0,56;0,84
162,350;0,37;-0,51;1,16
162,400;0,34;-0,44;1,47
162,450;0,32;-0,36;1,76
162,500;0,31;-0,27;2,02
162,550;0,30;-0,16;2,23
162,600;0,29;-0,04;2,33
162,650;0,29;0,08;2,29
162,700;0,30;0,19;2,13
